date,xu100,adel,aefes,afyon,akbnk,akcansa,akenerji,aksigorta,aksa,alarko,aselsan,aygaz,banvit,bim,besiktas,ccola,cimsa,dogtas,erbosan,eregli,usd_o,usd_h,usd_l,usd_c,euro_o,euro_h,euro_l,euro_c,s_foreign
5/30/2014,792.9,17.9,26.25,0.75,7.02,12.95,1.17,3.17,4.14,2.62,2.34,9.25,2.46,23.02,2.02,55.65,13.45,1.25,8.26,3.12,2.0971,2.1277,2.0753,2.0784,2.8619,2.8975,2.8305,2.8363,64.2
6/6/2014,803.98,17.8,25.65,0.75,6.91,13.25,1.26,3.19,4.22,2.66,2.36,9.22,2.68,24.37,2.03,54.55,13.5,1.25,8.12,3.46,2.0795,2.1306,2.0753,2.1232,2.8353,2.8892,2.8118,2.8761,64.27
6/13/2014,790.12,16.62,26.7,0.72,6.87,12.75,1.17,2.98,4.22,2.5,2.34,9.05,2.5,24.32,1.97,50.1,13.3,1.17,7.78,3.56,2.1234,2.1537,2.1227,2.1398,2.8749,2.9263,2.8707,2.9112,64.08
6/20/2014,784.01,17.02,25.05,0.72,6.71,12.7,1.16,3.17,4.33,2.48,2.34,8.97,2.48,24.65,2,51.7,13.1,1.3,7.92,3.69,2.1411,2.1486,2.1213,2.1222,2.9096,2.9221,2.8894,2.8966,63.78
6/27/2014,784.72,16.97,25.9,0.71,6.72,12.85,1.15,3.18,4.38,2.48,2.33,9.11,2.43,24.5,2.08,53.65,13.45,1.37,7.86,3.67,2.1241,2.1421,2.1165,2.1331,2.8997,2.9189,2.8934,2.9007,63.48
7/4/2014,775.35,17.32,26.05,0.71,6.49,12.9,1.15,3.06,4.43,2.44,2.31,9.08,2.43,24.47,2.03,53.95,14.05,1.32,7.83,4.08,2.1322,2.1361,2.1147,2.1174,2.8976,2.9051,2.8812,2.882,63.66
7/11/2014,793.64,17.55,27.45,0.72,6.79,13.35,1.16,3.08,4.49,2.47,2.36,9.13,2.41,25.1,2.04,53.3,14.15,1.31,8.22,4.29,2.1188,2.1449,2.1153,2.1237,2.8815,2.9021,2.8637,2.8735,64.15
7/18/2014,823.15,17.82,27.6,0.73,7.1,13.2,1.18,3.14,4.45,2.49,2.35,9.18,2.48,26.4,2.08,54.9,14.5,1.27,8.09,4.41,2.1265,2.1285,2.0865,2.0947,2.8741,2.8808,2.8069,2.8125,64.38
7/25/2014,842.18,18.38,27.9,0.74,7.48,13.4,1.22,3.14,4.44,2.47,2.37,9.11,2.46,25.95,2.07,55,15,1.28,7.82,4.66,2.0915,2.1516,2.0911,2.1324,2.8093,2.8838,2.8084,2.8642,64.47
8/1/2014,820.94,18,25.2,0.72,7.38,13.6,1.18,2.7,4.43,2.42,2.35,9.44,2.44,25.07,2.17,52.8,14.9,1.28,7.63,4.53,2.1336,2.1878,2.1235,2.1452,2.8616,2.9298,2.8457,2.8774,64.08
8/8/2014,791.99,18.03,25.5,0.72,7.02,13.6,1.15,2.89,4.11,2.35,2.32,10.4,2.62,26.45,2.13,49.8,14.6,1.25,7.83,4.33,2.1449,2.1776,2.1351,2.1672,2.8749,2.9187,2.8613,2.9044,63.63
8/15/2014,766.92,17.97,27.35,0.71,6.58,13.2,1.15,2.86,4.1,2.27,2.31,9.41,2.89,26.5,2.19,52.05,14.15,1.21,8.47,4,2.1673,2.1891,2.1589,2.1752,2.895,2.911,2.8765,2.8812,63.79
8/22/2014,789.3,17.7,28.2,0.72,6.91,12.5,1.14,2.9,4.08,2.27,2.37,9.48,3.36,23.45,2.19,51.85,14.7,1.2,9.36,4.23,2.1806,2.1815,2.1508,2.163,2.871,2.9019,2.8355,2.8412,64.08
8/29/2014,803.13,17.8,28.7,0.73,7.07,13.45,1.15,2.8,4.06,2.26,2.41,9.6,3.43,25.4,2.3,51,15.35,1.19,9.45,4.2,2.1618,2.1782,2.1468,2.1585,2.8412,2.8588,2.7934,2.7961,64.23
9/5/2014,821.93,17.85,27.9,0.73,7.21,13.5,1.2,2.89,4.23,2.41,2.46,9.82,3.52,25.07,2.56,51.05,16.1,1.2,9.38,4.35,2.1588,2.2235,2.1576,2.2234,2.7947,2.8828,2.789,2.8744,64.13
9/12/2014,778.21,17.4,27.4,0.71,6.62,13.1,1.13,2.76,4.14,2.21,2.36,9.41,3.58,24.85,2.61,51.45,14.95,1.16,8.89,4.45,2.2105,2.2402,2.1982,2.2344,2.868,2.8851,2.8518,2.8675,63.86
9/19/2014,769.22,17.5,26.55,0.7,6.54,14.4,1.1,2.78,4.05,2.12,2.38,9.21,3.71,24,2.64,49.3,14.85,1.16,9.44,4.3,2.2353,2.2676,2.2293,2.2622,2.8671,2.889,2.8547,2.8701,63.47
9/26/2014,746.32,16.8,27.4,0.67,6.32,13.8,1.06,2.73,3.83,2,2.32,9.45,3.51,24.12,2.44,48.15,14.4,1.19,10.31,4.29,2.2678,2.307,2.2621,2.2949,2.8827,2.9087,2.8669,2.8709,63.09
10/3/2014,743.84,16.73,27,0.66,6.19,13.85,1.1,2.79,3.92,2.02,2.43,9.23,3.7,23.92,2.2,47.25,14.7,1.16,10.36,4.15,2.2957,2.2968,2.2521,2.2886,2.8741,2.9043,2.8532,2.8889,63.07
10/10/2014,734.94,16.62,25.95,0.66,6.21,14.3,1.07,2.69,3.71,1.97,2.5,9.09,3.66,23.5,2.41,45.55,14.75,1.15,9.77,4.08,2.2875,2.2887,2.2443,2.2453,2.8927,2.9241,2.8639,2.8663,62.56
10/17/2014,755.33,16.7,25.6,0.67,6.55,14.1,1.1,2.68,4.11,1.98,2.52,9.11,3.68,23.25,2.42,46.25,15.35,1.13,11,4.5,2.2459,2.2518,2.2296,2.2314,2.8653,2.8833,2.8254,2.8266,63.15
10/24/2014,794.17,17.42,26.45,0.69,6.82,14.05,1.15,2.75,4.17,2.09,2.51,9.34,3.7,24.2,2.69,49.45,16.1,1.16,11.17,4.56,2.2334,2.2423,2.1902,2.2185,2.8321,2.8444,2.7566,2.7783,63.51
10/31/2014,805.8,16.88,26,0.74,6.89,14.3,1.17,2.69,4.18,2.07,2.52,9.37,3.66,25.4,2.64,50.7,16.45,1.17,10.81,4.63,2.2271,2.2807,2.2183,2.257,2.7868,2.8295,2.7727,2.8133,63.46
11/7/2014,779.58,16.25,24.5,0.71,6.51,14.05,1.32,2.7,4.09,2.08,2.53,9.58,3.54,24.25,2.43,48,15.5,1.16,11.04,4.32,2.2578,2.2717,2.2286,2.2304,2.8174,2.8225,2.7816,2.7933,63.39
11/14/2014,812.11,16.35,24.9,0.73,7,13.9,1.37,2.71,4.06,2,2.6,9.8,3.35,25,2.46,47.1,15.65,1.15,11.98,4.43,2.2329,2.2423,2.2175,2.2218,2.8027,2.8165,2.7495,2.754,63.49
11/21/2014,832.82,16.03,25.05,0.73,7.27,14.2,1.32,2.7,4.14,2.07,2.67,9.85,2.98,24.92,2.37,48.7,15.8,1.18,10.22,4.39,2.2214,2.2368,2.205,2.2205,2.7484,2.7804,2.7471,2.7645,63.92
11/28/2014,861.69,16.18,25.4,0.99,7.71,14.4,1.36,2.66,4.27,2.11,2.76,9.93,2.99,24.7,2.48,49.9,15.75,1.18,10.31,4.51,2.211,2.2653,2.211,2.2608,2.7719,2.7848,2.7519,2.7783,64.19
12/5/2014,852.4,16.23,25.05,1.39,7.49,14.65,1.32,2.66,4.42,2.14,2.77,10,3.08,24.72,2.46,49,16,1.16,10.67,4.59,2.26,2.3103,2.2568,2.2985,2.7766,2.8775,2.7756,2.8626,64.12
12/12/2014,832.26,16,24.15,1.68,7.09,14.85,1.29,2.62,4.34,2.29,2.77,10.3,2.97,24.7,2.42,47.65,16.45,1.14,10.88,4.3,2.2954,2.4126,2.2933,2.3126,2.863,3.0268,2.8241,2.8289,63.57
12/19/2014,835.74,15.77,22,1.86,7.28,15.05,1.26,2.51,4.16,2.26,2.74,9.56,2.87,24.37,2.33,48.95,16.15,1.13,11.04,4.4,2.3131,2.3254,2.3097,2.3178,2.8306,2.848,2.8208,2.8234,63.75
12/26/2014,849.47,16.03,22.6,2.03,7.4,15.4,1.3,2.55,4.29,2.29,3.02,10,2.91,24.72,2.35,49.5,16.1,1.17,11.46,4.44,2.3189,2.3584,2.3139,2.3447,2.8279,2.8593,2.8117,2.8234,63.83
1/2/2015,854.59,16.03,22.55,2.1,7.45,15.45,1.28,2.57,4.22,2.28,3,9.93,2.94,24.97,2.44,49.8,15.85,1.26,11.97,4.41,2.3352,2.3541,2.285,2.2953,2.8049,2.8171,2.6941,2.7184,63.89
1/9/2015,876.48,18.15,21.75,2.3,7.67,16.6,1.31,2.53,4.63,2.31,2.99,10.45,3.05,25.6,2.35,49.65,16.3,1.23,13.06,4.72,2.2919,2.3401,2.2728,2.3236,2.7167,2.7256,2.6466,2.6851,64.04
1/16/2015,874.16,21.87,20.25,1.91,7.72,16.3,1.24,2.53,4.69,2.22,2.92,10.1,2.94,25.1,2.29,46.4,16.35,1.19,12.68,4.57,2.3282,2.3607,2.3164,2.35,2.697,2.7441,2.6065,2.6342,64.44
1/23/2015,907.36,22.65,21.3,1.65,7.94,17.5,1.23,2.54,5.26,2.26,3.04,10.4,3.06,24.87,2.33,49.4,16.4,1.23,12.97,4.86,2.3634,2.4479,2.3394,2.4424,2.6319,2.77,2.6234,2.7564,64.25
1/30/2015,889.46,22.75,21.5,1.76,7.69,17.3,1.23,2.52,5.43,2.2,2.97,10.4,3.08,24.75,2.32,49.4,17.3,1.36,12.96,4.4,2.4411,2.4814,2.3929,2.4731,2.7644,2.8161,2.7278,2.799,63.66
2/6/2015,849.87,21.65,20.3,1.62,7.21,16.85,1.18,2.48,5.42,2.07,2.84,9.95,3.01,23.85,2.35,47.75,17.15,1.27,12.32,4.21,2.4761,2.5156,2.4556,2.4575,2.8007,2.8433,2.7898,2.8,63.3
2/13/2015,858.09,21.92,20.95,1.68,7.31,17.05,1.16,2.46,5.34,2.09,2.87,9.99,2.97,25.12,2.33,46.35,17.3,1.24,12.36,4.28,2.4592,2.468,2.4335,2.4551,2.8069,2.8188,2.7757,2.8013,62.99
2/20/2015,854.89,21.02,20.05,1.64,7.27,17.15,1.16,2.28,5.34,2.12,2.87,9.97,2.84,24.4,2.41,48.1,17.7,1.24,11.44,4.25,2.463,2.5274,2.4513,2.508,2.8108,2.8382,2.7894,2.8096,63
2/27/2015,841.48,20.5,20.5,1.7,7.03,16.85,1.14,2.24,5.5,2.03,3,9.8,2.72,23.5,2.49,48.75,16.65,1.27,11.08,4.22,2.5062,2.6476,2.5053,2.6234,2.8108,2.8964,2.7981,2.8453,62.71
3/6/2015,803.1,19.02,19.95,1.6,6.44,17.05,1.07,2.23,5.43,1.97,2.97,9.71,2.5,22.9,2.39,46.65,16.85,1.26,10.83,4.03,2.6225,2.6486,2.5832,2.639,2.8399,2.8578,2.7397,2.7719,62.65
3/13/2015,766.42,16.38,19.65,1.49,6.36,16.45,1.01,2.21,5.21,1.93,2.94,8.77,2.42,21.6,2.36,41.7,16.35,1.21,9.97,3.9,2.6394,2.6432,2.5611,2.5741,2.7642,2.827,2.7481,2.7846,62.76
3/20/2015,825.06,19.83,20.1,1.57,6.99,17.5,1.04,2.28,5.54,1.99,3.07,9.37,2.57,23.32,2.42,45.15,16.45,1.28,10.92,4.15,2.5735,2.6246,2.5405,2.6092,2.7914,2.8777,2.7742,2.8432,63.01
3/27/2015,808.94,19.03,20.85,1.46,6.73,17.4,1.01,2.17,5.38,1.92,3.09,9.2,2.56,23.05,2.28,43.15,16.45,1.26,10.87,4.01,2.611,2.6228,2.5577,2.5721,2.8422,2.8475,2.7854,2.8242,62.85
4/3/2015,829.94,20,21.6,1.69,6.84,16.45,1.03,2.2,5.24,1.99,3.11,9.7,2.63,24.35,2.33,43.8,15.85,1.3,11.33,4.29,2.5679,2.6416,2.5565,2.6297,2.8179,2.8348,2.7804,2.7881,62.56
4/10/2015,826.46,20.33,22.65,1.94,6.79,16,1.08,2.21,5.46,2.04,3.41,9.08,2.75,24.85,2.26,45.25,15.95,1.25,11.68,4.38,2.6284,2.7312,2.6223,2.6795,2.779,2.9107,2.779,2.8964,62.04
4/17/2015,824.18,19.67,22.45,2.01,6.64,16,1.06,2.19,5.98,2.11,3.42,9.65,2.71,24.25,2.27,44.3,16.15,1.24,11.37,4.45,2.688,2.7433,2.672,2.7147,2.9094,2.9774,2.8716,2.9519,62.29
4/24/2015,855.51,20,23.1,2.02,6.78,16.05,1.17,2.32,6.49,2.17,3.54,10.15,2.87,25.05,2.28,47,16.5,1.26,11.65,4.56,2.7143,2.7374,2.645,2.7062,2.9527,3.039,2.9061,3.0298,62.75
5/1/2015,839.47,20,22.5,2.11,6.68,16.45,1.11,2.38,6.17,2.09,3.49,9.8,2.95,24.75,2.28,45.35,16.4,1.25,10.99,4.5,2.7142,2.7234,2.6753,2.6973,3.0396,3.0911,3.0013,3.0248,62.64
5/8/2015,840.6,23.63,22.55,2.09,6.77,15.9,1.1,2.26,6.14,2.05,3.74,9.9,2.74,24.57,2.33,43.55,16,1.24,11.03,4.7,2.6999,2.7044,2.5743,2.5759,3.024,3.0401,2.9325,2.9512,63.19
5/15/2015,876.05,24.85,23.6,2.01,7.21,15.7,1.14,2.25,6.46,2.12,3.68,10,2.66,25.57,2.25,45.25,16.15,1.19,10.9,4.89,2.5748,2.6113,2.5609,2.5992,2.947,2.96,2.8521,2.862,63.47
5/22/2015,858.04,23.23,24.1,1.93,6.99,15.8,1.15,2.26,6.34,2.09,3.75,9.96,2.7,25.4,2.05,45.5,16.05,1.18,10.45,4.83,2.5926,2.6684,2.5926,2.6628,2.8619,2.9298,2.8488,2.9282,63.28
5/29/2015,829.81,21.33,24.65,1.93,6.8,16,1.11,2.2,6.23,1.97,3.49,10.05,2.66,24.42,1.91,45.1,15.9,1.19,10.09,4.28,2.661,2.7072,2.6557,2.6617,2.9274,3.0777,2.9108,2.9602,63.2
6/5/2015,819.43,19.98,22.9,1.81,6.66,15.7,1.02,2.17,5.97,1.94,3.44,10.05,2.58,23.57,1.85,44.5,15.15,1.14,9.51,4.46,2.6649,2.8097,2.6649,2.7135,3.0671,3.1289,3.0338,3.0575,63.18
6/12/2015,805.32,20.7,23.7,1.95,6.73,15.6,0.97,2.14,6.14,1.86,3.35,10.25,2.56,23.35,1.88,42.7,14.55,1.08,8.94,4.26,2.7111,2.7502,2.6913,2.695,3.0424,3.1128,3.0412,3.0582,63.79
6/19/2015,824.54,22.13,24.25,1.72,6.88,15.7,0.95,2.09,6.26,1.89,3.32,10.55,2.61,23.57,1.85,43.55,15.05,1.08,9.15,4.48,2.695,2.6972,2.6522,2.6653,3.0664,3.0753,2.9692,2.9767,63.97
6/26/2015,835.46,23.07,24.35,4.5,6.81,15.8,0.97,2.07,6.34,1.89,3.52,10.2,2.58,24.1,1.92,44.1,15.25,1.13,9.54,4.44,2.6905,2.7133,2.6704,2.6901,2.9667,3.0441,2.9585,2.9918,63.94
7/3/2015,812.17,23.4,24.7,10.21,6.5,15.2,0.94,2.05,6.17,1.82,3.54,10.4,2.49,24.17,1.9,44.75,15.2,1.08,9.14,4.21,2.7082,2.7182,2.6592,2.6674,2.9753,3.0026,2.9304,2.9785,63.67
7/10/2015,827.92,22.43,25.55,7.04,6.67,15.45,0.96,2.18,6.17,1.86,3.84,10.3,2.52,24,1.91,44.4,15.5,1.13,9.36,4.27,2.6715,2.6803,2.6277,2.6526,2.9534,2.9817,2.8724,2.8735,63.92
7/17/2015,827.9,22.42,24.4,8.09,6.61,15.7,0.94,2.08,6.49,1.91,3.94,10.7,2.59,24.57,2.1,43.2,15.75,1.11,9.07,4.13,2.659,2.7534,2.6537,2.7372,2.8726,3.0212,2.8726,3.0053,63.55
7/24/2015,787.12,20.85,21.3,8.42,6.3,15.3,0.99,1.99,6,1.78,3.76,10.45,2.37,23.55,2,39.45,15.65,1.08,8.5,3.89,2.7475,2.7977,2.7373,2.7704,3.0065,3.0828,3.0028,3.0441,63.77
7/31/2015,799.1,21.15,21.75,2.91,6.37,15.7,0.97,2.02,6.34,1.8,3.75,10.45,2.38,23.5,2.06,39.8,15.8,1.06,8.82,4.16,2.7672,2.7937,2.7639,2.779,3.0359,3.0546,3.0219,3.0471,64.96
8/7/2015,784.27,20.93,21,2.2,6.25,15.1,0.92,1.93,6.17,1.75,3.64,10.3,2.36,23.7,2,39.1,15.8,1.04,9.19,3.98,2.7791,2.8462,2.7603,2.8344,3.0509,3.1767,3.0411,3.1503,65.35
8/14/2015,773.09,19.87,21.1,1.96,6.07,15.2,0.91,1.8,6.11,1.74,3.65,10.55,2.25,24.62,1.96,35.05,15.65,0.97,8.61,3.94,2.835,3.0029,2.8017,2.9191,3.1481,3.3476,3.1151,3.3252,64.79
8/21/2015,737.98,19.88,21.1,1.82,5.61,14.2,0.91,1.75,5.8,1.59,3.52,9.95,2.08,25.15,2.04,34.5,15.1,0.86,8.22,3.79,2.919,2.9868,2.8991,2.9236,3.3217,3.4772,3.2601,3.2711,64.59
8/28/2015,746.42,19.83,21.35,1.87,5.86,13.9,0.9,1.75,5.8,1.59,3.54,10,2.07,24.95,1.97,35.15,15,0.86,8.17,3.88,2.9248,3.0138,2.9079,3.0072,3.2505,3.3667,3.2469,3.3541,64.54
9/4/2015,729.5,19.98,21.35,1.8,5.63,13.75,0.93,1.78,5.53,1.56,3.4,9.7,2.23,26.17,1.98,34.35,14.9,0.84,8.2,3.77,3.0079,3.0631,2.988,3.0461,3.357,3.4641,3.3331,3.4545,64.28
9/11/2015,713.51,19.95,19.7,1.8,5.49,13.55,0.9,1.72,5.55,1.56,3.25,9.19,2.27,25.65,1.98,32.65,14.9,0.86,8.29,3.69,3.0493,3.0696,2.9757,3.0049,3.4577,3.4795,3.367,3.3971,64.42
9/18/2015,750.99,20.13,23.1,1.82,5.85,13.75,0.91,1.79,5.7,1.66,3.49,9.75,2.32,27.75,2,34.45,14.9,0.87,8.44,3.92,3.0069,3.0753,2.9838,3.046,3.3915,3.4626,3.3458,3.4117,64.31
9/25/2015,746.1,21.23,22,1.86,5.82,14,0.94,1.76,5.63,1.69,3.51,9.92,2.31,27.17,2.02,34.2,14.9,0.89,8.8,3.75,3.0477,3.0687,2.9874,2.9907,3.4131,3.4606,3.3492,3.3537,64.56
10/2/2015,743.97,21.53,22,1.82,5.78,13.75,0.92,1.72,5.45,1.73,3.5,10.05,2.26,27.47,2.02,34.5,14.75,0.88,8.64,3.72,2.9977,3.0031,2.8909,2.9122,3.3667,3.3789,3.2594,3.3076,65.17
10/9/2015,792.15,22.17,23.35,1.88,6.43,14.35,1.03,1.85,5.97,1.83,3.72,10.25,2.35,29,2.15,37.5,15.3,1.02,9.21,4.1,2.9391,2.9642,2.8763,2.8916,3.3427,3.3795,3.2741,3.2849,65.3
10/16/2015,784.83,22,23.5,2.37,6.36,13.9,1.08,1.85,5.74,1.76,3.57,10.2,2.35,29.22,2.13,38.65,15.3,1.26,9.24,4.08,2.8953,2.9145,2.8598,2.9078,3.2895,3.3117,3.1726,3.2046,65.02
10/23/2015,801.25,22.13,23.85,2.33,6.41,14.15,0.99,1.94,6.11,1.77,3.66,10.9,2.35,29.72,2.21,38.45,15.9,1.21,9.29,3.98,2.9119,2.943,2.8813,2.916,3.2013,3.2379,3.1729,3.2097,65.42
10/30/2015,794.09,21.62,23,2.22,6.43,13.7,0.93,1.86,6.11,1.68,3.49,10.95,2.25,29.65,2.16,36.95,15.9,1.15,9.07,4.14,2.836,2.9304,2.7582,2.918,3.1291,3.1549,3.0433,3.1362,64.98
11/6/2015,819.3,22.2,23,2.45,6.73,15,0.99,1.87,6.69,1.86,3.61,10.95,2.32,29.65,2.23,38.85,16.35,1.19,9.98,3.91,2.9205,2.9282,2.8587,2.8626,3.1376,3.1592,3.0669,3.085,64.54
11/13/2015,818.79,22.65,22.15,2.57,6.63,15,0.98,1.81,6.6,1.79,3.75,10.95,2.43,29.57,2.28,40.35,16.6,1.15,9.74,3.87,2.8643,2.8896,2.8158,2.8295,3.0752,3.098,3.0107,3.0119,64.26
11/20/2015,806.82,22.28,21.15,2.51,6.42,14.95,1.02,1.77,6.51,1.78,3.94,10.95,2.49,28.4,2.32,40.4,16.5,1.17,10.04,3.86,2.8303,2.9344,2.8215,2.9255,3.0129,3.1196,3.0044,3.1004,63.61
11/27/2015,756.38,20.85,20.65,2.38,5.92,13.65,0.93,1.68,6.26,1.64,4.03,10.7,2.36,27.52,2.23,38.45,15.85,1.08,10.07,3.73,2.9242,2.9363,2.8708,2.8935,3.0963,3.1792,3.038,3.1456,63.21
12/4/2015,742.65,20.03,20,2.31,5.91,13.47,0.93,1.66,6.13,1.64,4.08,10.54,2.27,26.42,2.14,38.7,15.24,1.19,9.79,3.5,2.8825,2.9883,2.8763,2.9817,3.1325,3.2875,3.124,3.2799,63.19
12/11/2015,702.8,18.68,18.46,1.99,5.56,13.3,0.85,1.62,5.87,1.56,3.84,9.92,2.26,26.87,2.03,38,15.22,1.11,9.39,3.31,2.9797,2.997,2.9054,2.9064,3.272,3.3107,3.1437,3.1598,62.87
12/18/2015,724.6,20.2,19.02,2.23,5.81,13.65,0.94,1.66,5.91,1.63,4.2,9.94,2.28,26.9,2.12,37.24,15.6,1.2,9.55,3.11,2.9105,2.9508,2.9046,2.9196,3.1651,3.2328,3.1383,3.2044,62.43
12/25/2015,741.9,20.4,19.18,2.28,6.13,13.52,0.95,1.69,6.15,1.66,4.27,10.11,2.44,26.75,2.18,39.98,15.72,1.18,9.67,3.21,2.9208,2.9308,2.9034,2.9177,3.2011,3.2109,3.1639,3.1689,62.35
1/1/2016,717.27,19.65,18.89,2.23,5.75,13.22,0.95,1.68,5.98,1.57,4.22,10.1,2.56,25.67,2.16,37.14,15.3,1.17,9.38,3.04,2.9181,3.0281,2.9142,3.0214,3.1689,3.3045,3.1625,3.3031,62.03
1/8/2016,706.13,19.17,18.39,2.1,5.76,12.91,0.9,1.67,5.8,1.72,4.45,9.71,2.4,24.84,2.3,35.3,14.52,1.15,8.82,2.99,3.0255,3.0516,3.0057,3.0488,3.285,3.3508,3.2542,3.3275,62.07
1/15/2016,710.62,18.82,17.61,2.09,5.93,13.04,0.89,1.64,5.81,1.82,4.53,9.7,2.47,24.97,2.7,33.16,14.36,1.16,9.15,2.96,3.0503,3.0615,2.9995,3.001,3.3314,3.3559,3.2389,3.2402,61.79
1/22/2016,702.44,18.52,16.8,2.05,5.82,12.75,0.88,1.59,5.7,1.75,4.47,9.43,2.57,24.63,2.64,31.32,13.77,1.14,8.76,3.02,3.0058,3.0345,2.9523,2.9542,3.2456,3.3001,3.1986,3.202,61.84
1/29/2016,734.81,19.15,18.29,2.14,6.17,13.15,0.9,1.6,5.87,1.86,4.53,10.09,2.66,24.98,2.97,32.78,14.39,1.17,9.13,3.09,2.9566,2.9774,2.8899,2.917,3.2022,3.2728,3.1966,3.2537,61.87
2/5/2016,742.03,21.53,17.47,2.23,6.3,13.38,0.91,1.57,5.77,1.77,4.47,10.5,2.62,25.75,3.43,31.12,14.77,1.17,9.42,3.28,2.9208,2.9629,2.9147,2.928,3.2585,3.3467,3.2457,3.2977,61.54
2/12/2016,709.37,19.75,17.56,2.08,6.14,13.32,0.87,1.55,5.21,1.61,4.28,10.32,2.32,24.85,3.74,30.34,14.22,1.15,8.75,3.08,2.9324,2.9841,2.9259,2.9526,3.2944,3.3347,3.2785,3.2875,61.83
2/19/2016,730.15,19.58,17.35,2.08,6.13,13.12,0.86,1.62,5.65,1.61,4.3,10.9,2.27,26.92,4.88,31,14.14,1.1,8.47,3.23,2.9576,2.9998,2.9192,2.9945,3.2881,3.2924,3.2144,3.2733,62.54
2/26/2016,749.29,20.6,17.24,2.14,6.39,13.95,0.87,1.65,5.53,1.62,4.39,10.53,2.24,27.07,4.72,31.5,15.22,1.08,8.46,3.37,2.9925,2.9939,2.9029,2.9056,3.2702,3.2728,3.1718,3.2006,62.58
3/4/2016,771.91,20.8,18.4,2.16,6.45,14.23,0.89,1.71,5.59,1.69,4.53,11,2.34,27,4.83,34.6,15.86,1.13,8.37,3.54,2.9078,2.9309,2.8647,2.869,3.1978,3.2589,3.1201,3.1998,63.05
3/11/2016,793.8,20.83,18.9,2.21,6.82,14.35,0.93,1.87,5.52,1.68,4.3,11.35,2.28,28.72,4.2,36.54,16.34,1.11,8.55,3.65,2.88,2.9293,2.8404,2.8672,3.2049,3.2513,3.1779,3.2245,63.52
3/18/2016,829.43,21.57,21.38,2.25,7.04,14.75,0.91,1.94,5.73,1.76,4.42,11.92,2.26,30.25,5.06,38.24,16.65,1.1,8.85,3.98,2.8663,2.8911,2.8558,2.8764,3.2268,3.2457,3.2065,3.2113,63.88
3/25/2016,813.56,20.34,20.22,2.25,6.88,15.33,0.9,1.84,5.96,1.76,4.51,11.94,2.68,29.87,4.85,36.78,16.7,1.09,8.82,3.99,2.8766,2.8795,2.8144,2.8245,3.2118,3.2326,3.2004,3.2177,63.76
4/1/2016,823.59,20.42,21.46,2.27,6.75,14.16,1,1.93,5.97,1.79,4.57,12.2,2.48,30.35,5.05,40.26,15.42,1.1,9.46,4.27,2.8241,2.8713,2.8056,2.8492,3.2148,3.2626,3.1947,3.2477,63.67
4/8/2016,825.02,20.34,21.7,2.25,6.83,14.5,1,2.01,5.63,1.93,4.78,12.53,2.43,30.77,5.58,39.3,16.22,1.07,9.91,4.5,2.8516,2.8705,2.8197,2.8526,3.2537,3.2593,3.208,3.2218,64.18
4/15/2016,855.73,21.04,22.42,2.27,7.28,14.47,1.21,2.08,5.7,2.04,5.03,11.76,2.54,31.55,5.38,41.2,16.14,1.08,10.14,4.76,2.8535,2.8658,2.8073,2.8482,3.224,3.2355,3.1771,3.1986,64.62
4/22/2016,858.29,20.42,21.84,2.22,7.28,14.07,1.23,2.05,5.54,2.07,4.98,11.36,2.48,31.3,5.38,40,16.17,1.11,9.81,4.93,2.8478,2.8539,2.7907,2.7976,3.1983,3.2142,3.1811,3.2018,64.28
4/29/2016,853.28,20.42,22,2.23,7.38,14.46,1.24,2,5.57,2.08,4.99,11.53,2.54,30.8,5.17,41.04,16.29,1.09,9.69,4.67,2.7932,2.9774,2.7893,2.9264,3.2012,3.4244,3.1975,3.339,63.92
5/6/2016,783.68,19.41,19,2.1,6.55,13.2,1.2,1.96,4.95,1.93,4.89,10.87,2.31,30.15,5.02,35.36,15.85,1.08,9.47,4.69,2.9251,2.9752,2.9132,2.9707,3.337,3.3899,3.3234,3.3598,63.28
5/13/2016,778.08,19.64,19.25,2.08,6.6,12.78,1.1,1.96,4.78,1.94,5,10.72,2.33,29.8,4.77,35.9,16,1.11,8.84,4.36,2.9735,3.0007,2.9593,2.976,3.3636,3.3835,3.3336,3.3404,63.17
5/20/2016,763.58,19.49,18.95,2.09,6.43,13,1.08,2.09,4.73,1.94,4.75,11.22,2.36,29.15,3.64,34.94,15.9,1.1,8.79,4.42,2.98,3.012,2.9252,2.9615,3.3407,3.3727,3.2685,3.2896,63.14
5/27/2016,780.29,20.5,18.93,2.12,6.82,13.2,1.08,2.02,4.79,1.95,4.98,11.3,2.38,29.22,3.18,35.26,16.01,1.1,8.53,4.12,2.9536,2.9686,2.9016,2.9031,3.2827,3.31,3.2755,3.301,62.88
6/3/2016,781.39,18.96,18.88,2.12,6.86,13.02,1.03,1.99,5.2,1.82,4.9,10.88,2.46,29.25,3.33,37.36,15.59,1.14,8.39,4.04,2.905,2.9383,2.8797,2.9288,3.2981,3.3139,3.2701,3.2967,63.05
6/10/2016,768.87,18.5,18.95,2.05,6.73,13.02,1.02,1.98,5,1.67,4.8,10.88,2.32,28.8,3.21,36.4,15.23,1.13,8.24,4.07,2.9256,2.9562,2.9092,2.9263,3.2939,3.3201,3.2771,3.3003,62.75
