date,xu100,adel,aefes,afyon,akbnk,akcansa,akenerji,aksigorta,aksa,alarko,aselsan,aygaz,banvit,bim,besiktas,ccola,cimsa,dogtas,erbosan,eregli,usd_o,usd_h,usd_l,usd_c,euro_o,euro_h,euro_l,euro_c,s_foreign
6/29/2018,965.2,14.98,23.6,2.14,6.45,9.58,0.75,3.88,6.56,2.35,11.57,10.93,12.13,33.57,2.55,33.92,10.92,1.47,18.14,10.2,4.5864,4.723,4.5704,4.5744,5.3612,5.5076,5.3542,5.3739,62.48
7/6/2018,987.34,15.15,22.46,2.22,6.52,9.9,0.76,3.81,6.91,2.39,13.27,11.31,12.18,34.65,2.51,33.1,10.88,1.52,18.65,10.64,4.5782,4.9776,4.5125,4.8563,5.3748,5.8179,5.3118,5.6768,61.98
7/13/2018,898.98,14.1,20.08,1.93,5.62,8.7,0.69,3.59,5.95,2.15,13,9.8,10.28,33,2.38,29.98,9.93,1.31,17.93,10.01,4.8525,4.868,4.7675,4.796,5.677,5.7047,5.5484,5.6283,61.57
7/20/2018,940.82,14.35,20.28,2.08,5.68,8.82,0.7,3.7,6.26,2.33,14.08,10.2,13.6,36.5,2.45,30.4,10.18,1.41,19.63,11.24,4.8026,4.9389,4.7357,4.8423,5.6213,5.7828,5.534,5.6589,61.36
7/27/2018,955.85,14.29,20.66,2.07,6.09,8.75,0.71,3.76,6.13,2.36,13.5,10.26,12.91,35.17,2.4,29.3,9.95,1.36,20.08,10.96,4.8524,5.1152,4.8461,5.0807,5.6554,5.9341,5.6539,5.88,61.99
8/3/2018,956.1,14.14,20.74,2.05,5.93,9,0.68,3.35,6.49,2.51,13.57,10.15,13.46,34.5,2.35,29.98,9.81,1.29,20.59,11.85,5.0797,6.8,5.0792,6.4138,5.8785,7.8377,5.877,7.3208,61.78
8/10/2018,949.4,13.49,22.38,1.93,5.76,8.5,0.67,3.19,6.46,2.31,13.31,10.5,12.38,35,2.21,29.72,9.25,1.1,17.79,11.83,7.1173,7.2169,5.6985,6.0127,7.3171,8.2245,6.5024,6.9171,61.81
8/17/2018,887.35,12.9,21.14,1.81,4.99,8.75,0.64,3.18,6.03,2.3,12.55,12,10.62,32.42,2.07,28.1,8.98,0.95,16.25,11.33,6.0043,6.2005,5.961,5.999,6.8995,7.1138,6.8185,7.0007,61.97
8/24/2018,901.86,12.92,21.4,1.82,5.1,8.85,0.64,3.2,6.09,2.29,12.59,12.08,11.07,32.85,2.15,28.2,9.12,0.92,16.65,11.19,6.0131,6.8438,5.9747,6.5423,7.0064,8.0117,6.9501,7.589,61.59
8/31/2018,927.23,13.24,20.9,1.94,4.94,9.57,0.65,3.14,6.37,2.46,12.91,11.99,11.7,36.5,2.25,28.56,10.1,1.01,17.76,11.84,6.5375,6.7319,6.3759,6.4103,7.6038,7.8189,7.3721,7.4093,62.19
9/7/2018,932.74,14.04,22,1.94,4.89,9.31,0.64,3.16,6.38,2.58,13.01,12.24,14.34,36.27,2.19,30.06,9.8,1.01,17.43,11.32,6.4034,6.5523,6.0151,6.162,7.4079,7.6289,7.0077,7.1746,62.39
9/14/2018,947.6,13.52,22.02,1.91,5.03,8.64,0.61,3.41,6.11,2.67,13.16,12.49,15.86,37.8,2.19,31.36,9.3,0.97,16.65,11,6.162,6.4652,6.1311,6.2864,7.1987,7.5564,7.1444,7.3975,62.51
9/21/2018,979.88,13.85,22.08,1.94,5.45,8.28,0.6,3.55,6.32,2.58,13.38,12.03,15.62,40.2,2.19,31.58,8.95,1.02,17.03,11.4,6.2821,6.3325,5.9591,6.0507,7.3465,7.4784,6.9363,7.0289,62.7
9/28/2018,999.57,13.76,21.08,1.98,5.94,8.36,0.59,3.63,5.73,2.45,13.79,12.25,15.22,40.67,2.17,33.76,9,1.02,16.73,11.03,6.0475,6.23,5.9085,6.1252,7.0107,7.1837,6.8615,7.057,62.79
10/5/2018,948.83,12.84,19.56,1.8,5.14,7.9,0.56,3.65,5.24,2.29,13.51,12.16,13.38,40.37,2.04,32.3,8.43,0.91,16.65,11.14,6.1675,6.1918,5.8273,5.873,7.0821,7.1309,6.7507,6.7896,62.54
10/12/2018,966.57,12.94,19.74,1.78,5.67,7.86,0.6,3.67,5.27,2.26,13.67,12.55,14.08,40.1,1.93,31.02,8.09,0.92,16.82,10.95,5.8671,5.9076,5.5194,5.6391,6.8204,6.8392,6.3558,6.4954,62.67
10/19/2018,964.55,12.91,19.95,1.79,6.13,7.62,0.59,3.57,5.62,2.15,13.44,12.66,13.5,39.72,1.99,30.16,8.38,0.88,16.9,10.21,5.6417,5.8745,5.5658,5.5928,6.5192,6.7391,6.3414,6.3779,62.93
10/26/2018,905.42,12.6,18.54,1.73,5.48,7.6,0.58,3.55,5.14,1.97,12.41,12,12.25,39.9,1.76,28.12,7.73,0.75,16.53,8.99,5.589,5.6491,5.4146,5.4251,6.3653,6.4269,6.1657,6.1867,62.8
11/2/2018,941.23,12.02,20.3,1.69,6.08,7.61,0.61,3.55,5.27,2.04,13.59,12.22,12.47,40,1.77,28.18,7.7,0.75,16.5,9.37,5.4296,5.5418,5.3036,5.4734,6.1961,6.2853,6.0539,6.205,62.82
11/9/2018,928.39,11.74,20.12,1.63,6.2,7.55,0.58,3.67,5.04,2.01,13.86,11.74,12.25,38.5,1.69,28.76,7.69,0.75,16.64,9.1,5.4503,5.5298,5.3045,5.3323,6.2085,6.2283,6.0226,6.0905,62.89
11/16/2018,936.16,11.76,20.56,1.68,6.31,7.2,0.57,3.73,4.91,1.93,13.61,11.52,12.18,41.5,1.61,28.28,7.67,0.75,16.96,8.85,5.3588,5.4396,5.262,5.2848,6.0909,6.2027,5.9755,5.9956,63.15
11/23/2018,930.03,11.61,20.44,1.67,6.37,6.82,0.62,3.69,4.89,2.08,13.1,11.73,12.03,41.25,1.61,27.5,7.31,0.94,16.52,8.14,5.2826,5.2988,5.1334,5.2126,6.0228,6.0267,5.845,5.9064,63.12
11/30/2018,954.16,11.87,21.14,1.77,6.57,6.66,0.65,3.66,4.75,2.14,13.35,11.71,11.83,42.25,1.76,29.22,7.28,1,17.17,7.59,5.1724,5.4574,5.1412,5.2998,5.8796,6.2213,5.8439,6.0507,63.35
12/7/2018,936.99,11.82,21.1,1.8,5.91,7.15,0.65,3.54,4.63,2.17,13.29,11.8,11.65,41.92,1.69,31.04,7.48,1.02,17.04,7.83,5.293,5.4218,5.2729,5.3701,6.0551,6.1591,6.0215,6.073,63.67
12/14/2018,905.29,11.14,21.48,1.65,5.45,7.08,0.61,3.6,4.25,2.05,11.94,11.53,10.5,43.7,1.64,29.98,7.18,1.16,16.09,7.54,5.3586,5.401,5.2119,5.3173,6.0608,6.1206,5.9618,6.0506,64.87
12/21/2018,918.61,11.07,20.76,1.68,5.9,7.17,0.62,3.67,4.22,2.12,12.15,11.38,10.55,43.85,1.64,30.4,7.6,1.19,16.65,7.42,5.311,5.345,5.2523,5.2725,6.0443,6.1142,5.9809,6.0414,65.06
12/28/2018,904.35,10.99,20.48,1.66,5.87,7.14,0.62,3.7,4.25,2.02,11.95,11.41,10.69,42.7,1.6,30.1,7.43,1.02,16.2,7.11,5.4718,5.5447,5.3196,5.3295,6.2705,6.3667,6.0444,6.0592,65.26
1/4/2019,888.31,10.75,19.49,1.65,5.84,7.27,0.6,3.58,4.23,1.91,11.47,11.45,10.3,43.3,1.58,29.94,7.23,1.08,14.86,7.29,5.3315,5.3667,5.2466,5.2682,6.0569,6.1002,5.9561,6.0176,65.49
1/11/2019,916.87,11.08,19.52,1.66,5.89,7.54,0.6,3.67,4.31,2.08,11.62,11.74,10.73,45,1.63,31.1,7.37,1.11,14.81,7.4,5.2805,5.3634,5.1613,5.2083,6.0259,6.1363,5.9173,5.9709,65.25
1/18/2019,984.55,11.21,20.66,1.73,6.55,7.9,0.62,3.87,4.52,2.23,12.08,11.91,10.9,46.7,1.65,33.88,7.77,1.06,15.15,7.89,5.2125,5.2945,5.1814,5.2478,5.9718,6.0197,5.922,5.9483,66.03
1/25/2019,1018.01,11.99,21.2,1.76,6.5,7.97,0.63,3.82,4.77,2.46,12.56,12.25,11.61,46.42,1.67,33,8.14,0.97,15.83,8.47,5.2558,5.3237,5.2368,5.2711,5.9436,6.0136,5.9266,5.9649,65.93
2/1/2019,1029.37,11.79,21.68,1.73,6.88,7.91,0.66,3.8,4.9,2.61,12.43,12.17,10.93,45.4,1.66,32.92,8.04,0.98,15.82,8.28,5.2853,5.3427,5.2733,5.332,5.9746,6.071,5.9627,6.0313,65.94
2/8/2019,1024.52,11.78,22.2,1.69,6.73,7.89,0.65,3.96,5.19,2.47,11.86,11.89,10.95,46.42,1.82,34.06,7.85,0.97,16.78,8.31,5.3279,5.4054,5.2865,5.3741,6.0317,6.1586,6.0115,6.1121,65.94
2/15/2019,1027.15,11.85,19.79,1.69,6.72,7.96,0.64,4.14,5.19,2.61,12.17,10.94,10.87,47.05,1.73,33.56,7.92,0.97,17.36,8.59,5.3714,5.4887,5.363,5.4408,6.1108,6.1818,6.0686,6.1141,65.48
2/22/2019,1031.86,12.33,20.82,1.71,6.66,7.6,0.65,4.43,5.47,2.8,12.83,11.18,12,43.85,1.76,35.8,7.55,1.01,17.41,9.25,5.445,5.4803,5.4275,5.4467,6.1107,6.2104,6.0989,6.174,65.41
3/1/2019,1032.67,12.13,20.06,1.72,6.65,7.68,0.64,4.49,5.34,2.84,11.92,11.3,11.07,43.55,1.66,34.42,7.27,1.02,18.01,9.01,5.4487,5.845,5.4079,5.7748,6.1712,6.6075,6.1677,6.5273,65.27
3/8/2019,1015.38,11.48,20.54,1.72,6.37,7.53,0.62,4.08,5.19,2.88,11.37,11.6,10.49,44.5,1.61,34.74,7.16,0.97,17.45,8.78,5.775,5.775,5.3052,5.5591,6.4969,6.5008,6.0016,6.2014,65.11
3/15/2019,1033.04,11.75,20.62,1.72,6.69,7.5,0.62,4.69,5.38,2.87,11.59,11.98,10.51,42.67,1.59,34.2,7.16,0.97,17.58,9.42,5.6125,5.7012,5.4449,5.64,6.29,6.4149,6.1146,6.3122,65.17
3/22/2019,998.35,11.2,20.18,1.67,6.36,7.41,0.58,4.38,5.14,2.74,11.11,11.1,10.34,40.4,1.53,32.6,7.18,0.94,16.68,8.8,5.6377,5.8241,5.624,5.7755,6.3262,6.594,6.3216,6.5227,65.07
3/29/2019,937.84,11.01,17.51,1.59,6.32,6.5,0.56,4.31,5.25,2.54,10.64,9.63,9.91,38.1,1.4,30.34,6.65,0.92,16.55,9.12,5.7605,5.8514,5.706,5.8112,6.5176,6.6069,6.4747,6.5412,63.7
4/5/2019,987.83,11.28,19.8,1.61,6.58,6.54,0.57,4.62,5.73,2.6,10.91,9.64,10.61,40.85,1.48,31.2,6.87,1.01,17.6,9.39,5.8112,5.9808,5.8063,5.933,6.5459,6.6633,6.5303,6.6207,64.22
4/12/2019,959.77,10.94,19.65,1.56,6.22,6.5,0.56,4.47,5,2.46,10.5,9.47,10.8,39.5,1.44,30.9,6.83,0.97,16.25,9.45,5.9304,5.9853,5.922,5.9644,6.6384,6.7133,6.6182,6.6857,64.07
4/19/2019,968.61,11.06,19.88,1.59,6.24,6.46,0.58,4.39,4.97,2.85,10.6,9.43,11.09,40.27,1.48,31.56,6.75,0.97,16.09,9.27,5.964,6.2461,5.9586,5.9839,6.6917,7.0335,6.6917,6.7314,63.71
4/26/2019,947.83,10.86,19.73,1.56,6.21,6.44,0.56,4.3,4.6,2.66,10.65,9.07,11.13,40.75,1.83,32,6.56,0.92,15.45,8.71,5.989,6.1319,5.96,6.0554,6.7478,6.8948,6.6984,6.7617,63.82
5/3/2019,939.46,10.59,19.3,1.49,5.98,6.39,0.58,4.2,4.51,2.65,10.15,9,11.55,39.52,2.07,30.22,6.35,0.87,15.34,9.02,6.0562,6.1513,5.999,6.0825,6.7603,6.8743,6.7065,6.8146,64.07
5/10/2019,885.33,10.23,18.47,1.41,5.61,6.26,0.53,4.23,4.67,2.66,9.25,9.01,11.57,39,1.75,27.28,6.09,0.87,15.49,7.53,6.0813,6.1129,5.8222,5.8398,6.8096,6.85,6.5163,6.5388,63.94
5/17/2019,867.96,9.78,17.86,1.33,5.78,6.35,0.51,4.43,4.77,2.86,9.43,8.69,11.95,35.67,1.48,26.5,5.86,0.85,15.37,7.48,5.8399,5.8933,5.6623,5.8307,6.5308,6.627,6.3892,6.6125,63.89
5/24/2019,860.72,9.3,18.16,1.25,5.71,6.31,0.47,4.43,4.63,2.67,8.59,8.58,12.48,36.75,1.33,26.96,5.71,0.8,15.61,7.28,5.8341,5.9331,5.754,5.9005,6.6132,6.7005,6.5211,6.6321,64.2
5/31/2019,905.9,9.45,19.25,1.32,5.98,6.28,0.51,4.41,4.9,2.86,9.14,8.86,13.9,39.85,1.38,27.22,5.83,0.81,15,7.25,5.899,5.9281,5.729,5.8214,6.6281,6.6539,6.4811,6.6224,64.34
6/7/2019,938.09,9.56,19.99,1.35,6.38,6.32,0.53,4.44,4.95,2.89,9.35,8.98,14.21,41.02,1.39,27.82,5.95,0.82,15.24,7.49,5.821,5.8318,5.7105,5.7925,6.5305,6.6512,6.5073,6.5877,64.34
6/14/2019,907.87,9.5,18.5,1.3,6.06,6.37,0.52,4.56,5.19,3.11,8.82,8.56,13.68,39.47,1.39,26.72,5.99,0.83,14.86,7.38,5.7921,5.7921,5.58,5.6285,6.5186,6.5317,6.3052,6.324,64.61
6/21/2019,940.22,10.57,18.78,1.36,6.72,6.33,0.51,4.36,5.22,3.23,8.97,8.61,13.13,38.85,1.44,27.82,6.12,0.84,14.79,7.56,5.6295,5.7927,5.6295,5.7199,6.3243,6.5,6.3243,6.4463,64.84
6/28/2019,964.85,10.57,19.89,1.38,6.8,6.28,0.52,4.45,5.29,3.19,9,8.78,13.98,39.82,1.47,29.88,6.22,0.84,14.59,7.87,5.72,5.7334,5.612,5.6551,6.4553,6.4654,6.3088,6.3442,65.28
7/5/2019,996.35,10.56,19.86,1.45,7.54,6.63,0.53,4.3,5.18,3.15,9.04,8.8,14.7,43.05,1.52,31.94,6.46,0.84,14.74,7.58,5.655,5.765,5.6184,5.6719,6.3383,6.4295,6.2604,6.3133,65.48
7/12/2019,970.98,10.61,19.83,1.39,7.29,6.46,0.49,4.15,4.91,3.03,8.34,9.07,14.14,43.67,1.44,32.02,6.24,0.8,14.25,7.22,5.6712,5.6712,5.5115,5.5598,6.3,6.3127,6.146,6.1723,65.39
7/19/2019,1018.49,10.65,20.34,1.48,7.55,6.71,0.51,4.18,5.15,3.26,9.09,9.66,15.8,45.8,1.5,33.04,6.48,0.86,14.59,7.72,5.5622,5.6215,5.4483,5.4917,6.1775,6.2926,6.116,6.1501,64.92
7/26/2019,1028.37,10.82,21.46,1.48,7.58,6.76,0.52,4.38,5.36,3.31,9.42,10.17,16.02,46.74,1.49,34,6.56,0.86,14.59,7.7,5.4902,5.6351,5.4902,5.5785,6.153,6.3246,6.1373,6.1922,65.13
8/2/2019,996.79,11.01,21.2,1.43,7.27,6.64,0.52,4.63,5.14,3.44,9.45,10.21,16.05,46.86,1.5,33,6.56,0.83,15.73,7.22,5.5792,5.7905,5.5615,5.7594,6.2032,6.4394,6.1746,6.4214,64.84
8/9/2019,994.05,11.27,24.08,1.4,7.6,6.21,0.51,4.73,4.89,3.57,8.6,9.7,16.21,48.2,1.47,35.46,6.17,0.83,16.81,6.73,5.7612,6.337,5.7612,5.8306,6.4393,6.8216,6.3892,6.41,64.62
8/16/2019,957.34,10.99,23.26,1.39,6.93,5.68,0.5,4.89,4.69,3.76,8.45,9.2,16.11,50.1,1.46,33.12,6.07,0.8,16.03,6.21,5.836,5.8405,5.647,5.7134,6.4134,6.4224,6.2108,6.3012,64.09
8/23/2019,971.49,11.26,24.58,1.47,6.95,5.34,0.49,4.66,4.88,3.9,8.83,9.79,15.79,49.52,1.46,35.7,6.05,0.8,17.07,6.39,5.7103,5.7923,5.6511,5.6861,6.3025,6.4012,6.2021,6.3005,63.64
8/30/2019,967.18,11.72,25.58,1.5,6.94,5.66,0.49,5.08,4.93,4.18,9.12,9.84,15.81,47.02,1.57,34.46,6.39,0.82,18.44,6.41,5.7062,5.75,5.6578,5.7439,6.3355,6.3611,6.256,6.3302,64.08
9/6/2019,989.87,12.57,23.72,1.56,7.14,5.8,0.55,5.02,5.29,4.23,9.6,9.93,14.89,47.94,1.63,36.76,6.7,0.86,18.19,6.57,5.74,5.7442,5.6505,5.6708,6.3295,6.3315,6.1824,6.204,64.33
9/13/2019,1030.72,12.84,22.9,1.57,7.66,6.02,0.59,4.89,5.37,4.44,9.99,10.46,14.76,48.5,1.82,34.8,7.08,0.93,18.54,7.09,5.6725,5.7584,5.637,5.7151,6.2054,6.285,6.1492,6.2535,64.28
9/20/2019,1002.37,12.49,22.26,1.55,7.36,6.5,0.57,5.07,5.29,4.44,9.37,10.82,14.62,49,1.71,34,7.1,0.88,18.72,6.78,5.7151,5.8997,5.7057,5.8853,6.2767,6.517,6.2669,6.497,65.02
9/27/2019,1051.52,12.82,22.4,1.57,8.27,6.66,0.59,5.17,5.54,4.76,9.79,11.6,14.15,49.3,1.71,34.06,7.32,0.9,19.53,6.83,5.894,5.9392,5.7545,5.7908,6.5074,6.6054,6.4052,6.4715,64.8
10/4/2019,1034.64,11.55,22.48,1.55,7.86,6.64,0.61,5,5.47,5.1,9.55,11.56,14.11,48.76,1.68,34.72,7.27,0.91,19.69,6.68,5.7963,5.8669,5.7253,5.7748,6.4753,6.5421,6.3679,6.3992,64.86
10/11/2019,990.28,11.24,20.1,1.57,7.19,6.59,0.57,5.02,5.28,5.12,9.11,10.77,12.23,47.86,1.64,32.02,7.38,0.85,19.87,6.9,5.7686,5.7765,5.697,5.7024,6.3918,6.4165,6.3379,6.3798,64.59
10/18/2019,984.15,10.97,20.12,1.56,7.3,6.5,0.59,4.99,5.29,4.62,8.93,10.51,12.13,47.44,1.73,32,7.22,0.86,19.65,6.59,5.7033,5.7714,5.6825,5.7639,6.3714,6.4007,6.3397,6.3553,63.88
10/25/2019,1002.16,11.68,20.06,1.73,7.13,6.87,0.62,4.94,5.76,4.54,9.34,10.9,12.98,47.78,1.64,32.6,7.85,0.91,22,6.58,5.7673,5.7956,5.7335,5.7433,6.3545,6.3948,6.311,6.3505,64.28
11/1/2019,984.63,11.09,19.41,1.67,6.95,6.66,0.62,4.94,5.91,4.76,9.19,10.87,14.03,47.04,1.73,31.64,7.85,0.97,21.74,6.5,5.7463,5.7529,5.6825,5.7132,6.3545,6.3668,6.2923,6.2977,63.83
11/8/2019,1031.53,11.12,20.4,1.59,7.34,6.97,0.65,5.07,6.4,4.69,9.45,11.55,13.5,47.72,2.17,31.74,7.64,0.94,21.12,7.25,5.7133,5.7914,5.7015,5.7491,6.3007,6.3716,6.2918,6.3369,63.66
11/15/2019,1053.8,10.99,21.24,1.65,7.68,6.88,0.74,4.99,6.49,4.88,9.56,12.25,14.52,46.1,2.1,33.2,7.53,0.98,21,7.36,5.7502,5.7898,5.7275,5.7771,6.3396,6.4083,6.3231,6.3937,63.91
11/22/2019,1065.88,15.15,21.6,1.68,7.8,7.09,0.95,5.59,6.82,4.84,9.63,12.31,15.78,44.98,2.19,35.26,7.65,1.15,21.92,7.63,5.7771,5.8266,5.7625,5.8153,6.3958,6.4999,6.3908,6.4587,61.69
11/29/2019,1069.04,16.1,21.68,1.89,7.77,8.51,0.86,5.53,6.9,4.92,9.33,12.22,16.12,46,2.91,34.6,8.39,1.19,22.38,8.02,5.8125,5.9448,5.8067,5.9399,6.4624,6.6204,6.4623,6.5802,60.83
12/6/2019,1088.69,15.89,21.78,2.09,7.77,10.18,0.92,5.67,7.34,5.48,9.67,12.5,17.13,45.16,3.01,35.64,9.03,1.41,24.76,8.16,5.9383,5.9601,5.919,5.9493,6.5833,6.6673,6.5706,6.6443,60.42
12/13/2019,1104.77,14.8,22.04,2.32,8.02,9.8,1,5.86,7.49,5.49,9.77,12.48,16.78,45,2.9,36.1,9.02,1.45,24.18,8.66,5.9493,5.9785,5.937,5.9745,6.6439,6.6906,6.6439,6.6589,59.19
12/20/2019,1111.77,14.52,22.32,2.22,8.13,9.98,1.05,5.77,7.59,5.66,9.58,12.25,16.44,45.7,2.73,36.32,8.68,1.47,24.3,8.76,5.97,5.9884,5.8564,5.8765,6.66,6.698,6.5021,6.5356,60.72
12/27/2019,1136.84,14.97,23.34,2.34,8.22,9.98,1.06,5.94,7.78,5.98,9.83,12.65,18.98,46.92,2.63,39.04,8.99,1.36,25.1,8.93,5.8778,5.9122,5.8388,5.8882,6.5391,6.5775,6.5035,6.5382,60.82
1/3/2020,1136.84,14.78,23.08,2.21,7.94,9.4,1.01,6.22,7.64,5.84,10.89,12.82,17.84,47.44,2.45,37.7,9.08,1.42,25.4,8.95,5.895,5.9478,5.8878,5.942,6.537,6.5967,6.5321,6.5525,61.12
1/10/2020,1186.64,14.94,23.62,2.34,8.69,9.9,1.07,6.15,7.98,5.91,11.35,13.69,18.09,48.56,2.52,39.86,9.21,1.41,26.06,9.28,5.9453,5.9873,5.9298,5.9814,6.5517,6.6414,6.5323,6.6373,62.8
1/17/2020,1214.75,15.73,25.58,2.44,8.82,9.88,1.13,6.86,7.83,5.93,11.46,14,18.04,49.54,2.57,44.06,9.48,1.5,25.56,9.5,5.9814,6.0489,5.96,6.0169,6.632,6.6383,6.5517,6.5904,63.11
1/24/2020,1221.42,15.64,26,2.42,8.76,10,1.17,6.73,8.19,6.15,11.47,13.67,18.39,50.3,2.49,44.86,9.42,1.77,26.1,9.62,5.9898,6.0678,5.9763,6.0548,6.5601,6.6083,6.5394,6.5618,61.36
1/31/2020,1191.4,16.6,24.78,2.55,8.26,10.62,1.23,6.83,8.05,6.19,11.73,13.21,19.21,48.78,2.56,46.3,9.84,1.8,25.4,9.33,6.0563,6.1252,6.0396,6.1167,6.5674,6.64,6.5373,6.6124,60.64
2/7/2020,1210.15,17.63,25.7,2.79,8.43,10.82,1.23,6.75,8.11,6.14,12.23,13.18,19.16,48.12,2.72,45.64,9.98,1.95,25.96,9.24,6.1167,6.2568,6.0715,6.2545,6.6152,6.9147,6.5916,6.8811,60.6
2/14/2020,1201.51,16.31,24.6,2.72,8.1,10.56,1.22,6.51,8.6,6.27,14.54,12.82,19.3,47.54,2.88,45.9,9.62,1.91,27.48,9.04,6.2554,6.2602,6.0317,6.0876,6.9075,6.9574,6.7487,6.8841,59.72
2/21/2020,1168.29,14.4,24.36,2.46,7.69,10.02,1.08,6.56,7.63,6.1,14.42,12.71,19.8,48.48,2.95,45.28,9.51,1.81,22.02,8.96,6.1201,6.338,6.0931,6.3337,6.9425,7.1066,6.9226,7.0373,59.34
2/28/2020,1059.94,13.5,21.94,2.25,6.76,9.07,1.05,6.32,7.9,5.57,13.75,11.4,18.36,48.04,2.52,45.1,9.05,1.52,20.5,8.25,6.3121,6.5658,6.2833,6.5658,7.0414,7.2047,6.9569,7.01,60.21
3/6/2020,1096,13.48,23.2,2.3,7.29,9.08,1.03,6.61,7.65,5.2,14.92,11.63,17.8,52.8,2.62,43.3,9,1.63,20.28,8.9,6.5639,6.6089,6.3815,6.454,7.0138,7.1962,6.8909,7.1855,60.52
3/13/2020,956.05,9.83,19.08,1.75,6.45,7.32,0.73,5.16,6.82,3.97,12.73,9.88,16.21,50.45,1.68,39.3,6.77,1.03,17.38,8.04,6.4633,6.75,6.4462,6.7454,7.1891,7.3708,7.1512,7.2743,60.57
3/20/2020,857.96,8.86,17.71,1.5,5.52,6.62,0.65,4.31,6.2,3.73,10.7,7.95,14.61,49.82,1.45,34.26,6.06,0.9,14.87,7.86,6.7355,6.7936,6.6205,6.6974,7.2743,7.4026,7.2478,7.3262,60.05
3/27/2020,881.25,9.5,17.4,1.73,5.53,6.9,0.72,4.2,6.19,3.94,11.56,8.32,16.1,50,1.86,34.74,6.17,0.97,15.65,7.33,6.7538,6.9587,6.7043,6.9315,7.3262,7.5741,7.3262,7.533,58.1
4/3/2020,895.53,11.3,17.91,1.97,5.42,6.91,0.79,4.42,6.81,4.37,11.6,8.91,16.09,50.2,1.71,35,6.38,1.08,16.59,7.62,6.909,7.0084,6.8775,6.9632,7.533,7.6144,7.4693,7.5483,58.31
4/10/2020,964.71,11.78,18.6,2.18,6.12,7.47,0.89,4.79,6.16,4.37,12.55,9.77,16.73,51.65,2.07,36.28,6.93,1.19,17.35,7.61,6.9626,7.0411,6.9442,7.02,7.5483,7.7551,7.5091,7.7086,58.65
4/17/2020,981.8,11.81,18.41,2.65,5.79,7.01,0.94,5.26,6.17,4.26,13.56,10.29,19,55.75,1.94,37.66,7.06,1.24,17,8.23,7.0194,7.2692,7.0027,7.0871,7.7086,7.8555,7.6287,7.6855,59.17
4/24/2020,987.59,12.37,18.05,2.52,5.74,7.28,1.01,5.85,6.15,4.39,13.34,10.25,22,56,2.1,37.94,7.24,1.28,17.62,7.96,7.081,7.1048,6.8996,6.9018,7.7129,7.7192,7.4458,7.4704,57.36
5/1/2020,1011.1,12.53,18.38,2.68,5.89,8.39,1.02,5.95,6.33,4.53,13.57,10.31,26.36,55.35,2.14,36.82,7.77,1.4,19.12,8.09,6.8925,6.8971,6.7532,6.8159,7.4704,7.5259,7.3941,7.4265,55.96
5/8/2020,978.45,11.86,17.04,2.85,5.56,7.65,1.01,5.85,6.15,4.54,13.25,10.05,26,51,2.11,36.3,7.55,1.52,18.13,8.05,6.81,6.8405,6.6973,6.8137,7.4265,7.6184,7.3506,7.5642,55.36
5/15/2020,997.68,11.68,16.94,2.72,5.44,7.58,1.02,5.87,6.48,4.79,14.43,10.17,24.48,56.5,2.07,36.24,7.52,1.58,19.23,7.91,6.8162,6.8261,6.6874,6.7698,7.5764,7.6967,7.4686,7.6468,53.5
5/22/2020,1030.24,11.99,17.91,2.76,5.52,7.87,1.13,6.4,6.5,5.2,14.64,10.75,25.82,63.2,2.14,40.44,7.73,1.58,20.24,8.06,6.765,6.8614,6.7605,6.8123,7.6509,7.8015,7.6305,7.6718,52.82
5/29/2020,1055.21,12.32,18.54,2.75,5.69,7.99,1.13,6.37,6.45,5.08,15.09,10.72,25.3,65.1,2.46,40.52,7.94,1.64,19.94,8.05,6.8136,6.8626,6.8136,6.8529,7.6718,7.7592,7.6513,7.6573,52.62
6/5/2020,1100.22,13.09,19.91,2.88,5.92,10.06,1.26,6.72,6.78,5.34,15.94,11.38,24,66.4,2.51,41.24,8.85,1.7,21.5,8.67,6.8479,6.8656,6.8346,6.8541,7.6573,7.7797,7.6475,7.6929,52.07
6/12/2020,1098.35,13.39,19.38,2.91,5.81,12.36,1.25,6.57,7.45,5.33,16.1,11.34,24,63.65,2.62,41.08,9.24,1.71,21.5,8.5,6.8541,6.9044,6.8412,6.8639,7.6929,7.7514,7.6676,7.7204,52.17
6/19/2020,1136.12,14.08,20.6,3.01,5.99,12.52,1.31,6.72,7.35,5.5,16.36,11.22,24.5,67.45,2.43,43.3,9.42,1.74,21.22,8.32,6.8639,6.871,6.8475,6.8682,7.7204,7.808,7.7169,7.7648,51.67
6/26/2020,1146.68,13.79,21.06,3.07,5.89,12.6,1.46,6.62,7.16,5.55,15.72,11.43,24.24,69.8,2.5,42.88,9.7,2.12,21.52,8.48,6.863,6.8755,6.8525,6.8576,7.7648,7.8642,7.7581,7.8403,50.8
7/3/2020,1157.49,15.63,21.34,3.81,5.9,12.78,1.76,7.32,7.4,5.59,16.13,12.17,25.28,67.25,3.26,44.38,10.25,2.38,22.04,8.53,6.8603,6.8623,6.8165,6.8483,7.8403,7.9824,7.8185,7.9776,49.76
7/10/2020,1148.09,15.5,22.22,3.72,5.75,13.25,1.94,7.22,7.14,5.42,15.89,11.39,24.38,68.15,3.19,44.58,10.44,2.07,21.34,8.6,6.8469,7.0126,6.8405,6.972,7.9776,8.3079,7.969,8.2115,49.49
